Time (s),Percentage (%),Time To Empty (minutes),Voltage (V),Current (mA),Is Charger Connected (Boolean)
135.936067581,97.89844,375.75,4.05875,116.875,0
136.992711067,97.89844,376.21875,4.06,104.6875,0
138.045495033,97.88672,376.21875,4.059375,125,0
139.100295067,97.88672,374.8125,4.05875,138.125,0
139.979413986,97.88672,373.96875,4.0625,123.125,0
141.036305904,97.875,375.75,4.059375,139.6875,0
142.089174747,97.875,376.875,4.06,108.75,0
142.968072414,97.875,378.5625,4.05875,125,0
144.023236752,97.86328,377.34375,4.060625,115.625,0
145.077567101,97.86328,375.9375,4.056875,130.9375,0
145.956475735,97.86328,378.5625,4.058125,104.0625,0
147.021397114,97.85156,378.5625,4.05625,128.75,0
148.067798615,97.85156,376.40625,4.058125,127.8125,0
148.945589066,97.85156,375.5625,4.056875,121.25,0
149.999892712,97.83594,376.40625,4.061875,99.375,0
151.056119442,97.83594,380.4375,4.055625,109.375,0
151.933589935,97.83594,377.8125,4.06125,125.625,0
152.988397121,97.82422,377.34375,4.05625,128.4375,0
154.043266296,97.82422,380.4375,4.060625,113.125,0
155.100288391,97.8125,379.96875,4.0575,147.8125,0
155.978111267,97.8125,378.5625,4.0575,119.6875,0
157.032986641,97.8125,376.6875,4.054375,145,0
158.086517811,97.80078,377.15625,4.059375,121.875,0
158.967466831,97.80078,376.6875,4.05625,128.4375,0
160.020328522,97.80078,375.75,4.05875,119.375,0
161.075988293,97.78906,377.15625,4.056875,127.8125,0
161.979056835,97.78906,377.15625,4.056875,111.875,0
163.009038448,97.78906,380.15625,4.060625,102.5,0
164.063868046,97.77734,382.03125,4.061875,120.625,0
164.943164349,97.77734,381.09375,4.056875,121.25,0
165.997822285,97.77734,379.21875,4.0575,128.4375,0
167.055108070,97.76563,377.15625,4.058125,112.8125,0
168.107146263,97.76563,377.625,4.05875,118.4375,0
168.986309052,97.76563,378.75,4.060625,119.6875,0
170.076034069,97.75391,377.15625,4.0575,134.0625,0
171.097733974,97.75391,377.34375,4.058125,110.3125,0
171.975131512,97.75391,377.34375,4.054375,118.4375,0
173.031070232,97.73828,379.5,4.055,118.125,0
174.086351872,97.73828,378.5625,4.055625,123.75,0
174.963214874,97.73828,378.09375,4.0625,130.625,0
176.020337105,97.72656,378.09375,4.056875,132.1875,0
177.073324204,97.72656,378.09375,4.058125,112.1875,0
177.953322411,97.72656,375.9375,4.0525,128.75,0
179.006524563,97.71484,373.21875,4.055625,139.0625,0
180.062595844,97.71484,374.15625,4.0575,147.5,0
180.940288067,97.70313,369.84375,4.05625,148.125,0
181.997742176,97.70313,369.375,4.055625,114.375,0
183.051076412,97.70313,370.96875,4.053125,140,0
184.107399464,97.69141,371.90625,4.05875,125.625,0
184.985028267,97.69141,371.625,4.058125,105.3125,0
186.038711071,97.69141,371.15625,4.05375,132.5,0
187.093344212,97.67969,371.15625,4.055625,126.875,0
187.972221375,97.67969,368.71875,4.055,139.0625,0
189.027387619,97.67969,368.71875,4.058125,115.3125,0
190.082531929,97.66797,372.5625,4.056875,138.4375,0
190.961190224,97.66797,373.5,4.055,161.875,0
192.019948483,97.65625,370.78125,4.056875,140.625,0
193.070478916,97.65625,370.03125,4.058125,121.25,0
193.949468613,97.65625,371.625,4.055,102.5,0
195.004157066,97.64063,373.875,4.054375,117.5,0
196.062141895,97.64063,373.03125,4.056875,147.1875,0
196.938085556,97.64063,374.34375,4.051875,120.3125,0
197.992885590,97.62891,376.21875,4.055625,131.25,0
199.049783707,97.62891,375.9375,4.0575,128.4375,0
200.102710247,97.62891,376.875,4.055625,120.9375,0
200.985103607,97.61719,376.40625,4.05625,115.3125,0
202.037765026,97.61719,376.40625,4.055,143.4375,0
202.915421009,97.61719,375.46875,4.056875,117.5,0
203.970086575,97.60547,376.40625,4.056875,121.875,0
205.027741909,97.60547,373.21875,4.053125,142.5,0
206.081046104,97.60547,373.6875,4.05,128.125,0
206.958526611,97.59375,373.21875,4.053125,146.25,0
208.013481140,97.59375,375.46875,4.05875,112.1875,0
209.068231106,97.58203,375.46875,4.05625,159.375,0
209.947124004,97.58203,374.625,4.0575,135.9375,0
211.002507210,97.58203,375.9375,4.06,121.875,0
212.058022499,97.57031,375.9375,4.05625,128.75,0
212.935984135,97.57031,374.34375,4.055625,139.6875,0
213.990971565,97.57031,374.34375,4.056875,124.0625,0
215.047186852,97.55859,376.6875,4.05625,128.4375,0
215.927402019,97.55859,377.34375,4.05375,145.3125,0
216.979549885,97.55859,375.75,4.055,126.5625,0
218.035429001,97.54297,374.8125,4.054375,125.625,0
219.089882374,97.54297,373.40625,4.054375,130,0
219.967976093,97.54297,372.5625,4.055,141.875,0
221.024816990,97.53125,374.34375,4.05375,127.5,0
222.077902317,97.53125,373.03125,4.053125,141.25,0
222.956236839,97.53125,371.15625,4.056875,134.375,0
224.011031628,97.51953,369.1875,4.055625,140,0
225.074123859,97.51953,372.5625,4.05875,121.25,0
225.946857929,97.51953,374.34375,4.0575,110,0
226.999714851,97.50781,374.8125,4.05375,121.875,0
228.055768013,97.50781,375,4.054375,135.625,0
228.937011719,97.50781,375,4.05625,104.6875,0
229.988380909,97.49609,376.40625,4.053125,121.25,0
231.044629097,97.49609,378,4.05125,164.375,0
232.100090027,97.48438,375.46875,4.053125,115.3125,0
232.979569912,97.48438,375.46875,4.05375,151.25,0
234.033350468,97.48438,375,4.0575,103.125,0
235.087810993,97.47266,377.15625,4.051875,130.625,0
235.965344906,97.47266,377.15625,4.059375,103.4375,0
237.020090103,97.47266,376.40625,4.0575,110,0
238.074785233,97.46094,376.40625,4.054375,121.25,0
238.997595787,97.46094,375.9375,4.050625,145.3125,0
240.008729935,97.46094,374.53125,4.058125,129.375,0
241.063427925,97.44531,375,4.055,107.8125,0
241.942447186,97.44531,374.34375,4.054375,135.625,0
242.997799397,97.44531,374.8125,4.05625,132.1875,0
244.052038193,97.43359,373.875,4.05625,98.75,0
245.107202053,97.43359,376.21875,4.0525,167.1875,0
245.987530231,97.42188,372.09375,4.05125,130.9375,0
247.040632248,97.42188,371.15625,4.053125,136.875,0
248.095519543,97.42188,372.09375,4.055625,108.125,0
