Time (s),Data
12.511154652,$GPGGA,081949.304,,,,,0,0,,,M,,M,,*42\r\n
12.542935372,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
12.595250607,$GPGSV,2,1,05,23,,,36,20,,,32,10,,,36,24,,,39*70\r\n
12.622623444,$GPGSV,2,2,05,15,,,29*73\r\n
12.674562931,$GPRMC,081949.304,V,,,,,0.00,0.00,110180,,,N*4E\r\n
12.713042736,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
13.510449886,$GPGGA,081950.304,,,,,0,0,,,M,,M,,*4A\r\n
13.542056561,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
13.593786240,$GPRMC,081950.304,V,,,,,0.00,0.00,110180,,,N*46\r\n
13.632533074,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
14.510935307,$GPGGA,081951.304,,,,,0,0,,,M,,M,,*4B\r\n
14.542719841,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
14.593870163,$GPRMC,081951.304,V,,,,,0.00,0.00,110180,,,N*47\r\n
14.632994175,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
15.509409428,$GPGGA,081952.304,,,,,0,0,,,M,,M,,*48\r\n
15.541325092,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
15.592901707,$GPRMC,081952.304,V,,,,,0.00,0.00,110180,,,N*44\r\n
15.631571770,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
16.509726048,$GPGGA,081953.304,,,,,0,0,,,M,,M,,*49\r\n
16.541124821,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
16.592681885,$GPRMC,081953.304,V,,,,,0.00,0.00,110180,,,N*45\r\n
16.631672859,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
17.303904533,$GPGGA,081954.097,,,,,0,0,,,M,,M,,*47\r\n
17.335535526,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
17.388122082,$GPGSV,2,1,05,23,,,36,20,,,32,10,,,36,24,,,39*70\r\n
17.415581226,$GPGSV,2,2,05,15,,,30*7B\r\n
17.467001915,$GPRMC,081954.097,V,,,,,0.00,0.00,110180,,,N*4B\r\n
17.505898476,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
17.546717167,$GPGGA,081954.316,,,,,0,0,,,M,,M,,*4D\r\n
17.578395844,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
17.629885674,$GPRMC,081954.316,V,,,,,0.00,0.00,110180,,,N*41\r\n
17.669550419,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
18.522471428,$GPGGA,081955.316,,,,,0,0,,,M,,M,,*4C\r\n
18.554247856,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
18.605887890,$GPRMC,081955.316,V,,,,,0.00,0.00,110180,,,N*40\r\n
18.644518852,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
19.521527767,$GPGGA,081956.316,,,,,0,0,,,M,,M,,*4F\r\n
19.553305626,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
19.604863167,$GPRMC,081956.316,V,,,,,0.00,0.00,110180,,,N*43\r\n
19.643568993,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
20.521850586,$GPGGA,081957.316,,,,,0,0,,,M,,M,,*4E\r\n
20.553146362,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
20.604706288,$GPRMC,081957.316,V,,,,,0.00,0.00,110180,,,N*42\r\n
20.643582821,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
21.521845818,$GPGGA,081958.316,,,,,0,0,,,M,,M,,*41\r\n
21.553432465,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
21.606044769,$GPGSV,2,1,05,23,,,36,20,,,32,10,,,39,24,,,39*7F\r\n
21.633515358,$GPGSV,2,2,05,15,,,29*73\r\n
21.685086250,$GPRMC,081958.316,V,,,,,0.00,0.00,110180,,,N*4D\r\n
21.723977566,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
22.521609306,$GPGGA,081959.316,,,,,0,0,,,M,,M,,*40\r\n
22.553524017,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
22.604661942,$GPRMC,081959.316,V,,,,,0.00,0.00,110180,,,N*4C\r\n
22.643548489,$GPVTG,0.00,T,,M,0.00,N,0.00,K,N*32\r\n
23.364338875,$GPGGA,082000.092,,,,,0,5,,,M,,M,,*4C\r\n
23.395358563,$GPGSA,A,1,,,,,,,,,,,,,,,*1E\r\n
23.446375370,$GPRMC,082000.092,V,,,,,0.10,0.00,091020,,,N*47\r\n
23.485012055,$GPVTG,0.00,T,,M,0.10,N,0.18,K,N*3A\r\n
24.368827343,$GPGGA,082001.092,2217.4224,N,11412.6881,E,1,5,2.45,7.4,M,-0.9,M,,*4B\r\n
24.423009873,$GPGSA,A,2,23,20,10,24,15,,,,,,,,2.63,2.45,0.97*09\r\n
24.498029232,$GPRMC,082001.092,A,2217.4224,N,11412.6881,E,0.72,213.26,091020,,,A*63\r\n
24.538816929,$GPVTG,213.26,T,,M,0.72,N,1.33,K,A*3D\r\n
25.371012211,$GPGGA,082002.092,2217.4253,N,11412.6896,E,1,5,2.45,11.4,M,-0.9,M,,*79\r\n
25.425109863,$GPGSA,A,2,23,20,10,24,15,,,,,,,,2.63,2.45,0.97*09\r\n
25.500053883,$GPRMC,082002.092,A,2217.4253,N,11412.6896,E,0.86,214.19,091020,,,A*66\r\n
25.540687561,$GPVTG,214.19,T,,M,0.86,N,1.58,K,A*30\r\n
27.278456211,$GPGGA,082004.000,2217.4211,N,11412.6871,E,1,5,2.45,-2.0,M,-0.9,M,,*60\r\n
27.332599640,$GPGSA,A,2,23,20,10,24,15,,,,,,,,2.63,2.45,0.97*09\r\n
27.403419018,$GPGSV,2,1,07,20,81,057,34,23,75,035,37,10,51,336,40,42,50,127,*72\r\n
27.456513882,$GPGSV,2,2,07,24,34,036,37,15,14,073,22,193,,,*40\r\n
27.532374382,$GPRMC,082004.000,A,2217.4211,N,11412.6871,E,0.74,202.59,091020,,,A*6A\r\n
27.572150707,$GPVTG,202.59,T,,M,0.74,N,1.37,K,A*37\r\n
28.276924610,$GPGGA,082005.000,2217.4226,N,11412.6871,E,1,5,2.45,0.3,M,-0.9,M,,*49\r\n
28.332395554,$GPGSA,A,2,23,20,10,24,15,,,,,,,,2.63,2.45,0.97*09\r\n
28.406048775,$GPRMC,082005.000,A,2217.4226,N,11412.6871,E,2.04,202.19,091020,,,A*6E\r\n
28.446720600,$GPVTG,202.19,T,,M,2.04,N,3.78,K,A*3F\r\n
29.277977943,$GPGGA,082006.000,2217.4214,N,11412.6867,E,1,5,2.45,-3.4,M,-0.9,M,,*65\r\n
29.332570076,$GPGSA,A,2,23,20,10,24,15,,,,,,,,2.63,2.45,0.97*09\r\n
29.407137871,$GPRMC,082006.000,A,2217.4214,N,11412.6867,E,1.36,196.32,091020,,,A*6E\r\n
29.447763443,$GPVTG,196.32,T,,M,1.36,N,2.52,K,A*33\r\n
30.280925274,$GPGGA,082007.000,2217.4163,N,11412.6848,E,1,5,2.45,-11.2,M,-0.9,M,,*5F\r\n
30.335049152,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.45,0.97*08\r\n
30.409170628,$GPRMC,082007.000,A,2217.4163,N,11412.6848,E,0.88,83.68,091020,,,A*5F\r\n
30.448782921,$GPVTG,83.68,T,,M,0.88,N,1.64,K,A*0B\r\n
31.278756142,$GPGGA,082008.000,2217.4186,N,11412.6855,E,1,5,2.45,-7.8,M,-0.9,M,,*6A\r\n
31.332967758,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.45,0.97*08\r\n
31.407246590,$GPRMC,082008.000,A,2217.4186,N,11412.6855,E,0.79,88.42,091020,,,A*5A\r\n
31.446660042,$GPVTG,88.42,T,,M,0.79,N,1.46,K,A*06\r\n
32.279426098,$GPGGA,082009.000,2217.4214,N,11412.6834,E,1,5,2.45,-0.8,M,-0.9,M,,*63\r\n
32.333614826,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.45,0.97*08\r\n
32.404366016,$GPGSV,2,1,07,20,81,057,32,23,75,035,36,10,51,336,40,42,50,127,*75\r\n
32.457713127,$GPGSV,2,2,07,24,34,036,36,15,14,073,24,193,,,*47\r\n
32.532744408,$GPRMC,082009.000,A,2217.4214,N,11412.6834,E,0.71,162.86,091020,,,A*61\r\n
32.573142529,$GPVTG,162.86,T,,M,0.71,N,1.32,K,A*30\r\n
33.279897690,$GPGGA,082010.000,2217.4157,N,11412.6815,E,1,5,3.91,-13.7,M,-0.9,M,,*59\r\n
33.334075928,$GPGSA,A,3,23,20,10,24,15,,,,,,,,5.56,3.91,3.95*00\r\n
33.409257889,$GPRMC,082010.000,A,2217.4157,N,11412.6815,E,0.38,162.86,091020,,,A*63\r\n
33.449668884,$GPVTG,162.86,T,,M,0.38,N,0.70,K,A*3A\r\n
34.277887821,$GPGGA,082011.000,2217.4221,N,11412.6841,E,1,5,2.44,7.7,M,-0.9,M,,*4A\r\n
34.332208634,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.44,0.97*09\r\n
34.407052994,$GPRMC,082011.000,A,2217.4221,N,11412.6841,E,0.51,162.86,091020,,,A*6E\r\n
34.447744370,$GPVTG,162.86,T,,M,0.51,N,0.94,K,A*3F\r\n
35.278890133,$GPGGA,082012.000,2217.4196,N,11412.6836,E,1,5,2.44,-2.8,M,-0.9,M,,*61\r\n
35.333074570,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.44,0.97*09\r\n
35.408037663,$GPRMC,082012.000,A,2217.4196,N,11412.6836,E,0.31,162.86,091020,,,A*64\r\n
35.448729992,$GPVTG,162.86,T,,M,0.31,N,0.57,K,A*36\r\n
36.282956600,$GPGGA,082013.000,2217.4190,N,11412.6839,E,1,5,2.44,-5.5,M,-0.9,M,,*63\r\n
36.337121964,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.44,0.97*09\r\n
36.412322044,$GPRMC,082013.000,A,2217.4190,N,11412.6839,E,0.89,229.76,091020,,,A*6C\r\n
36.452903748,$GPVTG,229.76,T,,M,0.89,N,1.64,K,A*37\r\n
37.280528545,$GPGGA,082014.000,2217.4207,N,11412.6853,E,1,5,2.44,-2.7,M,-0.9,M,,*60\r\n
37.334694862,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.44,0.97*09\r\n
37.405461311,$GPGSV,2,1,08,20,81,057,31,23,75,035,34,10,51,336,40,50,46,122,*7A\r\n
37.469027996,$GPGSV,2,2,08,24,34,036,36,15,14,073,27,193,,,35,12,,,36*4B\r\n
37.543989182,$GPRMC,082014.000,A,2217.4207,N,11412.6853,E,0.87,241.12,091020,,,A*68\r\n
37.584707737,$GPVTG,241.12,T,,M,0.87,N,1.61,K,A*30\r\n
38.276922226,$GPGGA,082015.000,2217.4217,N,11412.6838,E,1,5,2.44,-4.5,M,-0.9,M,,*69\r\n
38.332985878,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.44,0.97*09\r\n
38.406103134,$GPRMC,082015.000,A,2217.4217,N,11412.6838,E,0.70,231.10,091020,,,A*68\r\n
38.446706772,$GPVTG,231.10,T,,M,0.70,N,1.29,K,A*31\r\n
39.276974201,$GPGGA,082016.000,2217.4214,N,11412.6842,E,1,5,2.44,-2.1,M,-0.9,M,,*66\r\n
39.332220554,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.44,0.97*09\r\n
39.406227112,$GPRMC,082016.000,A,2217.4214,N,11412.6842,E,0.38,231.10,091020,,,A*69\r\n
39.446668148,$GPVTG,231.10,T,,M,0.38,N,0.70,K,A*30\r\n
40.284001827,$GPGGA,082017.000,2217.4206,N,11412.6854,E,1,5,2.44,0.0,M,-0.9,M,,*4D\r\n
40.338334084,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.44,0.97*09\r\n
40.413172245,$GPRMC,082017.000,A,2217.4206,N,11412.6854,E,0.49,231.10,091020,,,A*6A\r\n
40.453891277,$GPVTG,231.10,T,,M,0.49,N,0.92,K,A*3A\r\n
41.289254665,$GPGGA,082018.000,2217.4292,N,11412.6879,E,1,5,2.44,19.7,M,-0.9,M,,*7F\r\n
41.343401909,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.44,0.97*09\r\n
41.418499947,$GPRMC,082018.000,A,2217.4292,N,11412.6879,E,0.39,231.10,091020,,,A*60\r\n
41.458827019,$GPVTG,231.10,T,,M,0.39,N,0.72,K,A*33\r\n
42.289367199,$GPGGA,082019.000,2217.4250,N,11412.6854,E,1,5,2.44,9.5,M,-0.9,M,,*4C\r\n
42.343541145,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.44,0.97*09\r\n
42.414648533,$GPGSV,2,1,08,20,81,057,31,23,75,035,34,10,51,336,40,50,46,122,*7A\r\n
42.477903366,$GPGSV,2,2,08,24,34,036,35,15,14,073,26,193,,,33,12,,,35*4C\r\n
42.552886009,$GPRMC,082019.000,A,2217.4250,N,11412.6854,E,0.26,231.10,091020,,,A*6E\r\n
42.593515873,$GPVTG,231.10,T,,M,0.26,N,0.48,K,A*34\r\n
43.289389610,$GPGGA,082020.000,2217.4209,N,11412.6856,E,1,5,2.44,3.0,M,-0.9,M,,*47\r\n
43.343222141,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.44,0.97*09\r\n
43.418236256,$GPRMC,082020.000,A,2217.4209,N,11412.6856,E,0.30,231.10,091020,,,A*6D\r\n
43.458745003,$GPVTG,231.10,T,,M,0.30,N,0.56,K,A*3C\r\n
44.287988186,$GPGGA,082021.000,2217.4222,N,11412.6881,E,1,5,2.44,5.9,M,-0.9,M,,*4A\r\n
44.342506886,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.62,2.44,0.97*08\r\n
44.416178227,$GPRMC,082021.000,A,2217.4222,N,11412.6881,E,1.42,43.46,091020,,,A*5F\r\n
44.455642223,$GPVTG,43.46,T,,M,1.42,N,2.64,K,A*0F\r\n
45.280977726,$GPGGA,082022.000,2217.4247,N,11412.6886,E,1,5,2.44,13.6,M,-0.9,M,,*75\r\n
45.335175991,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.62,2.44,0.97*08\r\n
45.409109116,$GPRMC,082022.000,A,2217.4247,N,11412.6886,E,1.87,42.89,091020,,,A*53\r\n
45.448714256,$GPVTG,42.89,T,,M,1.87,N,3.47,K,A*04\r\n
46.280804157,$GPGGA,082023.000,2217.4306,N,11412.6902,E,1,5,2.44,25.5,M,-0.9,M,,*7B\r\n
46.335030556,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.63,2.44,0.97*09\r\n
46.409158707,$GPRMC,082023.000,A,2217.4306,N,11412.6902,E,0.68,90.97,091020,,,A*5B\r\n
46.448607922,$GPVTG,90.97,T,,M,0.68,N,1.25,K,A*02\r\n
47.280380249,$GPGGA,082024.000,2217.4344,N,11412.6929,E,1,5,2.44,32.7,M,-0.9,M,,*77\r\n
47.334534168,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.62,2.44,0.97*08\r\n
47.407485008,$GPGSV,2,1,08,20,82,059,32,23,75,035,35,10,51,336,41,24,34,036,36*73\r\n
47.469249725,$GPGSV,2,2,08,44,30,251,,15,14,073,25,193,,,32,12,,,34*48\r\n
47.542882443,$GPRMC,082024.000,A,2217.4344,N,11412.6929,E,0.06,90.97,091020,,,A*5B\r\n
47.582430840,$GPVTG,90.97,T,,M,0.06,N,0.11,K,A*0C\r\n
48.282489300,$GPGGA,082025.000,2217.4317,N,11412.6916,E,1,5,2.44,25.5,M,-0.9,M,,*78\r\n
48.336324692,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.62,2.44,0.97*08\r\n
48.411139488,$GPRMC,082025.000,A,2217.4317,N,11412.6916,E,1.09,221.48,091020,,,A*64\r\n
48.451790333,$GPVTG,221.48,T,,M,1.09,N,2.02,K,A*38\r\n
49.281245709,$GPGGA,082026.000,2217.4305,N,11412.6902,E,1,5,2.44,17.1,M,-0.9,M,,*78\r\n
49.335359573,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.62,2.44,0.97*08\r\n
49.410299301,$GPRMC,082026.000,A,2217.4305,N,11412.6902,E,0.81,191.69,091020,,,A*6B\r\n
49.450917721,$GPVTG,191.69,T,,M,0.81,N,1.50,K,A*36\r\n
50.279987812,$GPGGA,082027.000,2217.4259,N,11412.6879,E,1,5,2.44,7.1,M,-0.9,M,,*4D\r\n
50.334399223,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.62,2.44,0.97*08\r\n
50.409118652,$GPRMC,082027.000,A,2217.4259,N,11412.6879,E,0.60,210.00,091020,,,A*65\r\n
50.450041294,$GPVTG,210.00,T,,M,0.60,N,1.12,K,A*3A\r\n
51.280186176,$GPGGA,082028.000,2217.4236,N,11412.6874,E,1,5,2.44,0.3,M,-0.9,M,,*43\r\n
51.334019661,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.62,2.44,0.97*08\r\n
51.409094334,$GPRMC,082028.000,A,2217.4236,N,11412.6874,E,1.07,215.89,091020,,,A*6A\r\n
51.449644089,$GPVTG,215.89,T,,M,1.07,N,1.99,K,A*3D\r\n
52.282586098,$GPGGA,082029.000,2217.4153,N,11412.6834,E,1,5,2.44,-15.3,M,-0.9,M,,*5F\r\n
52.336751461,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.62,2.44,0.97*08\r\n
52.409657478,$GPGSV,3,1,09,20,82,059,32,23,75,036,34,10,51,336,41,24,34,037,36*70\r\n
52.471132279,$GPGSV,3,2,09,44,30,251,,15,14,073,25,193,,,32,12,,,35*49\r\n
52.498215199,$GPGSV,3,3,09,32,,,34*76\r\n
52.573213101,$GPRMC,082029.000,A,2217.4153,N,11412.6834,E,0.77,213.64,091020,,,A*6C\r\n
52.613863468,$GPVTG,213.64,T,,M,0.77,N,1.43,K,A*39\r\n
53.280062676,$GPGGA,082030.000,2217.4220,N,11412.6861,E,1,5,2.44,3.1,M,-0.9,M,,*48\r\n
53.334437370,$GPGSA,A,3,23,20,10,24,15,,,,,,,,2.62,2.44,0.97*08\r\n
53.409140110,$GPRMC,082030.000,A,2217.4220,N,11412.6861,E,0.28,213.64,091020,,,A*69\r\n
53.449641705,$GPVTG,213.64,T,,M,0.28,N,0.52,K,A*32\r\n
54.356943607,$GPGGA,082031.000,2217.4332,N,11412.6912,E,1,7,3.02,33.8,M,-0.9,M,,*75\r\n
54.416301727,$GPGSA,A,3,23,20,10,12,24,15,193,,,,,,4.33,3.02,3.11*3C\r\n
54.491308212,$GPRMC,082031.000,A,2217.4332,N,11412.6912,E,0.46,213.64,091020,,,A*67\r\n
54.532133103,$GPVTG,213.64,T,,M,0.46,N,0.85,K,A*30\r\n
55.343001843,$GPGGA,082032.000,2217.4336,N,11412.6912,E,1,7,3.02,32.2,M,-0.9,M,,*79\r\n
55.402353764,$GPGSA,A,3,23,20,10,12,24,15,193,,,,,,4.34,3.02,3.11*3B\r\n
55.476325035,$GPRMC,082032.000,A,2217.4336,N,11412.6912,E,0.62,10.66,091020,,,A*55\r\n
55.515972614,$GPVTG,10.66,T,,M,0.62,N,1.15,K,A*0D\r\n
56.346100330,$GPGGA,082033.000,2217.4338,N,11412.6913,E,1,7,3.02,33.0,M,-0.9,M,,*74\r\n
56.405536175,$GPGSA,A,3,23,20,10,12,24,15,193,,,,,,4.33,3.02,3.11*3C\r\n
56.479410648,$GPRMC,082033.000,A,2217.4338,N,11412.6913,E,0.56,10.66,091020,,,A*5C\r\n
56.518961907,$GPVTG,10.66,T,,M,0.56,N,1.04,K,A*0A\r\n
57.347146511,$GPGGA,082034.000,2217.4339,N,11412.6915,E,1,7,2.00,33.0,M,-0.9,M,,*77\r\n
57.405988216,$GPGSA,A,3,23,20,10,12,24,15,193,,,,,,2.22,2.00,0.95*36\r\n
57.480418682,$GPGSV,3,1,09,20,82,059,33,23,75,036,35,193,61,071,32,10,51,336,41*4B\r\n
57.550712109,$GPGSV,3,2,09,24,34,037,36,12,34,103,31,40,28,252,,15,14,073,24*7D\r\n
57.577825070,$GPGSV,3,3,09,32,,,33*71\r\n
57.651834965,$GPRMC,082034.000,A,2217.4339,N,11412.6915,E,0.54,10.66,091020,,,A*5E\r\n
57.691368580,$GPVTG,10.66,T,,M,0.54,N,0.99,K,A*0D\r\n
58.345164299,$GPGGA,082035.000,2217.4340,N,11412.6916,E,1,7,2.00,33.3,M,-0.9,M,,*78\r\n
58.404119015,$GPGSA,A,3,23,20,10,12,24,15,193,,,,,,2.22,2.00,0.95*36\r\n
58.478082657,$GPRMC,082035.000,A,2217.4340,N,11412.6916,E,0.49,10.66,091020,,,A*5E\r\n
58.517684937,$GPVTG,10.66,T,,M,0.49,N,0.92,K,A*0A\r\n
59.346941471,$GPGGA,082036.000,2217.4340,N,11412.6917,E,1,7,2.00,32.7,M,-0.9,M,,*7F\r\n
59.406424999,$GPGSA,A,3,23,20,10,12,24,15,193,,,,,,2.22,2.00,0.95*36\r\n
59.480424881,$GPRMC,082036.000,A,2217.4340,N,11412.6917,E,0.47,10.66,091020,,,A*52\r\n
59.520331383,$GPVTG,10.66,T,,M,0.47,N,0.88,K,A*0F\r\n
60.352231503,$GPGGA,082037.000,2217.4336,N,11412.6917,E,1,7,2.00,31.4,M,-0.9,M,,*7F\r\n
60.411476135,$GPGSA,A,3,23,20,10,12,24,15,193,,,,,,2.22,2.00,0.95*36\r\n
60.485274315,$GPRMC,082037.000,A,2217.4336,N,11412.6917,E,0.49,10.66,091020,,,A*5C\r\n
60.524893284,$GPVTG,10.66,T,,M,0.49,N,0.91,K,A*09\r\n
61.356046677,$GPGGA,082038.000,2217.4336,N,11412.6918,E,1,7,2.00,31.2,M,-0.9,M,,*79\r\n
61.415229797,$GPGSA,A,3,23,20,10,12,24,15,193,,,,,,2.22,2.00,0.95*36\r\n
61.489193916,$GPRMC,082038.000,A,2217.4336,N,11412.6918,E,0.31,10.66,091020,,,A*53\r\n
61.528839588,$GPVTG,10.66,T,,M,0.31,N,0.57,K,A*0C\r\n
62.355465889,$GPGGA,082039.000,2217.4331,N,11412.6918,E,1,7,2.00,29.9,M,-0.9,M,,*7D\r\n
62.414879322,$GPGSA,A,3,23,20,10,12,24,15,193,,,,,,2.22,2.00,0.95*36\r\n
62.489040852,$GPGSV,3,1,10,20,82,059,31,23,75,036,35,193,61,071,32,10,51,336,42*42\r\n
62.558185101,$GPGSV,3,2,10,42,50,127,,24,34,037,37,12,34,103,31,25,34,148,*76\r\n
62.598174572,$GPGSV,3,3,10,15,14,073,23,32,,,29*46\r\n
62.672146797,$GPRMC,082039.000,A,2217.4331,N,11412.6918,E,0.33,10.66,091020,,,A*57\r\n
62.711991787,$GPVTG,10.66,T,,M,0.33,N,0.61,K,A*0B\r\n
